Master.Protein.Accessions	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20
Q53GG5	0	0	0	0	0	0	0	0	20300000	0	0	0	0	0	0	0	0	0	0	0
Q562E7	0	0	2900000	2300000	0	0	0	3700000	0	0	0	0	0	0	0	5600000	0	0	0	0
Q562R1	0	0	3500000	0	0	0	0	3200000	0	0	0	0	0	0	0	1.2e+07	1.9e+07	1.6e+07	8e+06	0
Q56VL3	0	0	0	0	0	0	0	0	59100000	0	0	0	0	0	0	0	0	0	0	0
Q58EX2	0	0	0	0	0	0	0	0	0	2300000	0	0	0	0	0	0	0	0	0	0
Q5BJF6	0	0	0	0	0	0	0	0	9900000	0	0	0	0	10400000	0	0	0	0	0	0
Q5BKY9	0	0	0	0	0	0	0	0	0	0	0	0	7500000	9e+06	0	0	0	0	0	0
Q5BKZ1	0	0	0	0	0	0	0	0	4400000	2300000	4e+06	9e+06	74700000	1.76e+08	1.24e+08	1.19e+08	4.1e+07	3700000	7900000	0
Q5C9Z4	0	0	0	0	0	0	0	0	0	0	0	0	6900000	3e+07	7200000	5500000	0	0	0	0
Q5D862	0	0	0	0	0	0	4.9e+07	2800000	0	0	0	0	0	0	0	0	0	0	0	0
Q5GLZ8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5300000	0	4400000
Q5H9R7	0	0	0	0	0	0	0	0	0	0	0	0	0	8700000	11400000	5500000	1500000	11900000	0	14300000
Q5JPH6	0	0	0	0	0	0	0	0	18700000	0	0	0	0	0	0	0	0	0	0	0
Q5JRA6	0	0	10300000	0	0	0	10800000	77600000	167200000	183900000	40800000	15100000	1.4e+07	0	0	0	0	0	0	0
Q5JRX3	0	0	0	0	0	0	0	0	0	10800000	0	0	0	0	0	0	0	0	0	0
Q5JSZ5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4600000	8400000	0	0
Q5JTC6	0	0	0	0	0	0	0	0	9800000	0	0	0	0	0	0	0	0	0	0	0
Q5JTD0	0	0	16100000	5500000	2400000	3200000	0	19200000	51200000	5500000	0	0	0	0	0	0	0	0	0	0
Q5JTH9	0	0	0	0	0	0	0	0	8800000	0	0	0	1.3e+08	1.7e+08	8e+07	1.1e+07	0	1.1e+07	2600000	7400000
Q5JTV8	0	0	0	0	0	0	0	0	8600000	9700000	0	0	4e+07	26200000	0	0	0	0	0	0
Q5JTZ9	0	0	0	0	0	0	0	0	199800000	162800000	41400000	0	0	0	0	0	0	0	0	0
Q5KU26	0	0	14500000	5800000	0	2900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5M775	0	0	0	1500000	0	0	0	4e+06	1.6e+07	0	0	0	0	0	0	0	0	0	0	0
Q5M7Z0	0	0	9100000	9500000	2400000	9100000	0	1.6e+07	0	0	0	0	0	0	0	0	0	0	0	0
Q5QJE6	0	0	0	0	0	0	0	0	0	0	0	0	6.3e+07	81600000	29900000	0	0	0	0	0
Q5R3F8	1400000	0	46300000	27200000	4200000	7800000	6e+06	1.2e+07	39100000	23400000	9900000	3400000	0	0	0	0	0	0	0	0
Q5SNT2	0	0	0	0	0	0	0	0	0	0	0	0	2900000	0	0	0	0	0	0	0
Q5SRE5	0	0	0	2100000	0	1400000	0	0	2e+06	2.1e+07	2.5e+07	830000	0	3.5e+07	47700000	1.6e+07	22100000	1.6e+07	0	17200000
Q5SSJ5	0	0	0	0	0	0	0	0	0	0	0	0	12600000	1.3e+07	0	5700000	0	0	0	0
Q5ST30	0	0	0	0	0	0	0	0	45200000	76500000	7100000	5200000	0	0	0	0	0	0	0	0
Q5SW79	0	0	0	0	0	0	0	0	1.2e+07	1.2e+07	6900000	1700000	1800000	4700000	0	3400000	0	0	0	0
Q5SY16	0	0	0	0	0	0	0	0	0	0	0	0	1.4e+07	5.4e+07	2.4e+07	0	0	0	0	0
Q5T1M5	0	0	0	0	0	0	4e+06	4500000	0	0	0	0	0	0	0	0	0	0	0	0
Q5T200	0	0	0	0	0	0	0	0	0	0	0	0	8300000	4.3e+07	1.6e+07	15300000	7500000	0	0	0
Q5T3F8	0	0	42900000	40600000	19600000	17100000	22700000	34900000	0	0	0	0	0	0	0	0	0	0	0	0
Q5T440	0	0	0	0	0	0	0	0	0	1.7e+07	0	0	0	0	0	0	0	0	0	0
Q5T4S7	0	0	6e+06	0	0	0	0	0	1.5e+07	16700000	0	0	15400000	8.91e+08	383700000	180600000	257100000	97200000	89400000	134300000
Q5T5P2	0	0	0	0	0	0	0	570000	75200000	41200000	6900000	1.4e+07	0	0	8500000	0	0	0	0	0
Q5T5U3	0	0	0	0	0	0	0	0	8500000	0	0	0	0	0	0	0	0	0	0	0
Q5T653	0	0	0	0	0	0	0	0	41700000	9700000	0	0	0	0	0	0	0	0	0	0
Q5T6F2	0	0	0	0	0	0	0	0	4.5e+07	21500000	0	7200000	0	0	12900000	1.49e+08	7.1e+07	36600000	6800000	22800000
Q5T749	0	0	0	0	0	0	36400000	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5T7V8	0	0	8300000	3400000	0	7500000	5100000	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5T8P6	0	0	0	0	0	0	0	0	0	0	0	0	0	3100000	2100000	0	0	0	0	0
Q5T9A4	0	0	0	0	0	0	0	0	1.3e+07	0	0	0	0	0	0	0	0	0	0	0
Q5TCZ1	0	0	0	0	0	0	0	1.1e+07	0	0	0	0	0	0	0	0	0	0	0	0
Q5TZA2	0	0	0	0	0	0	0	0	0	0	1.2e+07	0	0	0	0	0	0	0	0	0
Q5UIP0	0	0	0	0	0	0	0	0	5700000	5200000	0	1e+07	130300000	165200000	1.4e+07	0	3700000	0	0	0
Q5VTL8	0	0	0	0	0	0	0	0	0	0	0	2700000	4.5e+07	8.6e+07	5.1e+07	6.3e+07	21900000	3600000	0	2100000
Q5VU43	0	0	0	0	0	0	0	0	0	0	0	0	7600000	4600000	0	0	0	0	0	0
Q5VUA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6600000	0	0	0	0	0
Q5VUB5	0	2800000	54900000	21200000	10200000	1.7e+07	13100000	56300000	114300000	52200000	0	4900000	0	0	0	0	0	0	0	0
Q5VV42	0	0	610000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5VW38	0	0	7.4e+07	94700000	3.6e+07	59800000	3.2e+07	4.6e+07	0	0	0	0	0	0	0	0	0	0	0	0
Q5VYK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e+06	3800000	5100000	0	8400000
Q5VZL5	0	0	0	0	0	0	0	0	0	0	0	0	20800000	0	0	0	0	2300000	0	0
Q5ZPR3	10300000	8e+06	193830000	5.5e+07	10900000	16700000	0	0	44500000	14900000	4700000	9200000	0	0	0	0	0	0	0	0
Q63HN8	0	0	2400000	1900000	0	1400000	0	3600000	8300000	9800000	3400000	4200000	0	10700000	88700000	62120000	213900000	9.8e+07	37200000	142200000
Q63ZY3	0	0	2e+06	2200000	870000	1900000	2900000	41400000	177400000	95800000	17200000	5700000	0	0	0	0	0	0	1300000	0
Q658P3	0	0	7.3e+07	4.1e+07	8400000	4.3e+07	15700000	34700000	6900000	8200000	0	3500000	0	0	0	0	0	0	0	0
Q658Y4	0	0	0	0	0	1600000	0	0	0	0	0	0	0	4900000	0	0	0	0	0	0
Q66K74	0	0	0	0	0	0	0	0	0	0	1800000	3100000	0	8600000	1e+07	0	0	2900000	5600000	0
Q66PJ3	0	0	0	0	0	0	0	0	0	5800000	4700000	30100000	4.6e+07	7.5e+07	2.59e+08	106400000	1.22e+08	14600000	6300000	16700000
Q68CP9	0	0	0	0	0	0	0	0	0	0	0	0	1500000	4900000	0	0	0	0	0	0
Q68CZ2	0	0	2200000	0	0	0	0	0	27800000	51300000	0	0	0	0	6700000	9600000	0	5700000	0	0
Q68DH5	0	0	1.3e+07	18820000	19600000	21450000	1.1e+07	0	0	0	0	0	0	0	0	0	0	0	0	0
Q68DK2	0	0	9620000	5500000	3100000	9360000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q69YQ0	0	0	0	0	0	0	0	5800000	107900000	4300000	3e+06	2e+06	0	0	0	0	0	0	0	0
Q6AI08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3200000	0	0	0	0
Q6AZY7	0	0	1.1e+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6DD88	0	0	1800000	0	0	0	0	1.4e+07	1.3e+07	0	0	0	0	0	0	0	0	0	0	0
Q6EEV6	0	0	2500000	0	0	0	0	0	0	0	0	0	0	0	0	0	5600000	0	0	0
Q6IAA8	0	0	2.5e+07	1.2e+07	6700000	1.8e+07	1e+07	3.6e+07	1e+07	4600000	2200000	0	0	0	0	0	0	0	0	0
Q6IBW4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7900000	0	0	0
Q6KB66	0	0	0	0	0	0	1e+07	0	3.6e+07	32200000	15400000	0	0	0	3400000	0	0	0	0	0
Q6KC79	0	0	0	0	0	0	0	0	0	0	0	1100000	1300000	3400000	5200000	0	0	3e+06	0	0
Q6L8Q7	0	0	0	0	0	0	0	0	7400000	0	0	0	2700000	0	5100000	0	0	0	0	0
Q6NYC1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2e+07	6200000	23600000	10800000	19300000	0	0
Q6NYC8	0	0	7600000	0	0	1800000	6700000	8.4e+07	335200000	147600000	56300000	36100000	0	0	0	0	0	0	0	0
Q6NZY4	0	0	0	0	0	0	0	0	0	0	0	0	1.4e+07	0	8100000	0	0	0	0	0
Q6P158	0	0	0	0	0	0	0	990000	1800000	6700000	0	0	0	0	11900000	111700000	61700000	8500000	0	15100000
Q6P1M0	0	0	0	0	0	0	0	0	0	0	1.3e+07	0	0	0	0	0	0	0	0	0
Q6P1X6	0	0	0	0	0	0	0	0	23100000	0	0	2500000	0	0	0	0	0	0	0	0
Q6P2E9	0	0	2400000	4720000	0	0	12950000	1.3e+07	72800000	91900000	23300000	32700000	38500000	852100000	1179600000	633200000	274400000	188100000	76600000	266400000
Q6P2Q9	0	0	0	0	0	0	0	0	14700000	44900000	13400000	6700000	62200000	703500000	556400000	343900000	3.31e+08	220100000	52400000	198300000
Q6P4E1	0	0	131600000	76500000	5e+06	70300000	20200000	38100000	3700000	0	0	0	0	0	0	0	0	0	0	0
Q6P5R6	0	0	0	0	0	0	0	0	3500000	0	0	0	0	0	0	7.2e+07	9200000	0	0	0
Q6P996	0	0	0	0	0	2600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6PCB7	0	0	1500000	0	0	0	1400000	0	6900000	0	0	3600000	0	0	0	0	0	0	0	0
Q6PD62	0	0	0	0	0	0	0	0	0	0	0	26800000	78900000	178200000	57300000	31600000	4.9e+07	28900000	20500000	2e+07
Q6PI48	0	0	0	0	0	0	0	0	9900000	5e+06	0	0	0	0	0	0	0	0	0	0
Q6PJG2	0	0	0	0	0	0	0	0	0	0	0	0	0	3300000	6700000	0	0	0	0	0
Q6PJG6	0	0	0	0	0	1600000	0	0	18700000	5800000	0	0	1.6e+07	0	12700000	31800000	28800000	45600000	4200000	21500000
Q6PKG0	0	0	0	0	0	0	0	16680000	4.2e+07	0	24100000	11630000	1.4e+07	2.5e+07	171200000	723500000	516600000	159200000	77200000	53810000
Q6PL18	0	0	0	0	0	0	0	0	0	0	0	950000	78600000	94600000	1.3e+07	0	0	0	0	0
Q6UB35	0	0	0	0	0	0	0	4e+06	490500000	344900000	63600000	5.7e+07	0	0	0	0	0	0	0	0
Q6UB99	0	0	0	0	0	0	0	0	0	0	0	0	6200000	0	0	0	0	0	0	0
Q6ULP2	0	0	7900000	6300000	0	9900000	4e+06	1800000	0	0	0	0	0	0	0	0	0	0	0	0
Q6UN15	0	0	0	0	0	0	0	0	0	0	0	0	0	4500000	7200000	17800000	0	0	0	0
Q6UWP8	0	0	0	0	0	0	1800000	15500000	0	0	0	0	0	0	0	0	0	0	0	0
Q6UX71	0	0	38300000	5900000	0	2500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UXD5	0	0	29100000	9180000	0	14100000	0	4300000	0	0	0	0	0	0	0	0	0	0	0	0
Q6UXK5	0	0	84300000	8.1e+07	36500000	77100000	27900000	49700000	17100000	13500000	0	0	0	0	0	0	0	0	0	0
Q6VMQ6	0	0	0	0	0	0	0	0	0	0	0	0	19500000	0	0	0	0	0	0	0
Q6VN20	0	0	0	0	0	0	0	0	0	0	0	0	0	4500000	0	0	5300000	0	0	4100000
Q6WCQ1	0	0	0	0	0	0	1300000	1e+07	1.9e+07	7300000	0	1.4e+07	0	0	0	7200000	0	0	0	0
Q6WKZ4	0	0	49300000	42700000	0	18100000	16880000	2.7e+07	6300000	8e+06	0	0	0	0	0	0	0	0	0	0
Q6Y7W6	0	0	0	0	0	0	0	4400000	8800000	4100000	5e+06	0	3600000	0	1.3e+07	13200000	0	2700000	0	18300000
Q6YHU6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11900000	1800000	2200000	1500000
Q6ZNB6	0	0	0	0	0	0	0	4100000	0	0	0	0	0	0	0	0	0	0	0	0
Q6ZRP7	0	0	41600000	2.5e+07	1100000	32250000	8700000	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6ZRS2	0	0	0	0	0	0	0	0	0	0	0	0	2800000	0	0	0	0	0	0	0
Q6ZU80	0	0	0	0	0	0	0	0	2900000	0	0	0	0	0	0	0	0	0	0	0
Q6ZUT1	0	0	0	0	0	0	0	0	0	0	0	0	7300000	6900000	1.5e+07	0	14600000	0	0	0
Q6ZUT6	0	0	0	0	0	0	0	0	0	8200000	0	0	0	2.2e+07	9.3e+07	32800000	1.6e+07	0	0	0
Q6ZVX7	0	0	0	0	0	0	6e+06	0	0	0	0	0	0	0	0	0	0	0	0	0
Q709C8	0	0	2e+06	2600000	0	0	0	12100000	0	0	0	0	4300000	17700000	0	0	0	9300000	0	8500000
Q70CQ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2200000	0	0	0	0	0
Q70EL1	0	0	0	0	0	0	0	0	0	13500000	0	0	0	0	0	0	0	0	0	0
Q71RC2	0	0	660000	0	0	0	0	7e+06	1.3e+07	4600000	1.2e+07	1500000	0	0	0	7.1e+07	30950000	0	7600000	8900000
Q76FK4	0	0	0	0	0	0	0	0	0	0	0	0	2600000	29200000	0	0	0	0	0	0
Q76KA2	0	0	0	0	0	0	0	0	0	3900000	0	0	0	0	1.4e+07	6e+07	8.5e+07	1.7e+07	1.2e+07	0
Q76N32	0	0	7e+06	0	1500000	0	5e+06	9200000	1.7e+07	0	1600000	0	0	0	0	0	0	0	0	0
Q7KQL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800000	0	1.2e+07	0	0
Q7KZ85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4600000
Q7KZF4	0	0	1200000	0	660000	0	650000	32700000	79400000	39300000	4.7e+07	47720000	2.3e+07	2300000	26100000	132200000	154400000	132400000	50400000	119500000
Q7L014	0	0	0	0	0	0	0	0	0	0	0	0	7.6e+07	269600000	4.01e+08	305100000	176800000	4.8e+07	1e+07	43800000
Q7L099	0	0	0	3900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7L0J3	0	0	1.35e+08	103900000	12500000	63500000	26600000	41200000	0	0	0	0	0	0	0	0	0	0	0	0
Q7L0Y3	0	0	0	0	0	0	0	0	146100000	6.5e+07	1.3e+07	0	0	0	0	0	0	0	0	0
Q7L2E3	0	0	0	0	0	0	0	0	465400000	281800000	99400000	32400000	8.1e+07	99100000	212900000	266800000	2.27e+08	203100000	6.1e+07	1.29e+08
Q7L2J0	0	0	0	0	0	0	0	0	0	0	0	0	3400000	1.13e+08	110700000	151700000	53200000	55700000	2.3e+07	4e+07
Q7L4I2	0	0	0	0	0	0	0	0	0	0	0	3900000	1.4e+07	0	33100000	2.1e+07	1.1e+07	0	0	1600000
Q7L576	2e+06	2e+06	45800000	3e+07	10800000	14600000	5200000	16300000	42200000	70700000	0	9600000	0	0	0	14500000	8.9e+07	4500000	0	20660000
Q7L7X3	0	0	3600000	0	0	0	0	0	0	1.4e+07	0	0	0	0	0	0	0	0	0	0
Q7L8L6	0	0	0	0	0	0	0	0	4200000	3600000	0	1.6e+07	0	0	0	0	0	0	0	0
Q7LGC8	0	0	18200000	4200000	7500000	11900000	5e+06	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7YR37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3100000	6800000	0	0
Q7Z2W4	0	0	36300000	35600000	4540000	19900000	24100000	63600000	122100000	1.32e+08	44800000	52300000	48600000	3.7e+07	75500000	122100000	4.9e+07	13800000	7600000	2800000
Q7Z2Z2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4200000	4e+06	17100000	4100000	23100000
Q7Z3C6	0	0	184900000	194600000	187800000	368300000	291400000	384400000	74400000	41300000	5600000	49500000	0	0	0	0	0	0	0	0
Q7Z3K3	0	0	0	0	0	0	0	0	4700000	0	0	0	62800000	8.1e+07	0	0	0	0	0	0
Q7Z3T8	0	0	22500000	5200000	17200000	16300000	9400000	9800000	3200000	0	0	0	0	0	0	0	0	0	0	0
Q7Z406	0	0	0	0	0	0	0	7300000	61100000	45500000	43900000	0	5900000	5700000	0	0	0	0	0	0
Q7Z417	0	0	0	0	0	0	0	0	0	1e+07	7300000	0	8600000	0	15400000	59100000	24500000	7900000	4400000	3200000
Q7Z434	0	0	0	0	0	0	0	0	65400000	6.3e+07	1.4e+07	6900000	0	0	0	0	0	0	0	0
Q7Z460	0	0	8200000	0	0	0	1600000	0	48700000	9800000	7400000	0	0	0	11500000	6e+06	1600000	14100000	0	6e+06
Q7Z4S6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7700000	0	9500000	0	0
Q7Z4V5	0	0	0	0	0	0	0	4800000	18110000	2.9e+07	2.3e+07	20500000	2.21e+08	2.76e+08	85800000	49900000	6.1e+07	0	7600000	6100000
Q7Z5L9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4700000	0	0	9200000	4300000	4400000
Q7Z6E9	0	0	0	0	0	0	0	0	2900000	0	0	0	0	24500000	53100000	5600000	17800000	5100000	0	0
Q7Z6M4	0	0	0	0	0	0	0	0	19300000	21900000	0	0	0	0	0	0	0	0	0	0
Q7Z6Z7	0	0	8e+05	0	0	0	640000	21500000	47600000	19900000	12300000	83500000	690580000	1.086e+09	568600000	227500000	348800000	209760000	145400000	248300000
Q7Z739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2800000	8900000	0	0	0	0
Q7Z7N9	0	0	18400000	1600000	0	15400000	1.1e+07	4500000	0	7200000	1.1e+07	5700000	0	0	0	0	0	0	0	0
Q86SF2	0	0	1.5e+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q86SQ0	0	0	5e+06	0	0	3200000	5e+06	28100000	158400000	156200000	21100000	8700000	0	0	0	0	6400000	3300000	0	0
Q86T03	0	0	5800000	0	0	4500000	5200000	36300000	0	0	0	0	0	0	0	0	0	0	0	0
Q86TB9	0	0	0	0	0	0	0	4600000	0	0	0	0	0	8900000	1.7e+07	0	0	0	0	0
Q86TI0	0	0	0	0	0	0	0	2300000	0	0	0	0	0	0	0	5500000	0	1.2e+07	0	1300000
Q86U42	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8e+07	6.7e+07	3e+07	4700000	0	0	0
Q86UE4	0	0	0	3300000	0	0	0	19300000	70100000	47700000	39800000	1.9e+07	3300000	0	0	0	0	0	0	0
Q86UK7	0	0	0	0	0	0	0	0	0	0	0	3300000	0	0	5200000	0	0	0	0	0
Q86UP2	0	0	190300000	131200000	20100000	5.7e+07	101800000	788100000	1.491e+09	1325300000	896500000	530300000	169600000	65900000	4700000	0	0	0	0	4800000
Q86UT6	0	0	0	0	0	0	0	0	1.1e+07	22100000	2e+06	0	0	0	0	0	0	0	0	0
Q86UU1	0	0	0	0	0	0	0	5e+06	48800000	35800000	1200000	1e+07	0	0	0	0	0	3900000	0	1600000
Q86UY6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3500000	1900000	0	0	0
Q86V48	0	0	3800000	0	0	2e+06	2900000	40900000	655600000	5.29e+08	92600000	6.5e+07	1.3e+07	6500000	1.4e+07	0	9e+06	0	0	0
Q86V81	0	0	0	0	0	0	0	0	0	0	6200000	25400000	1.08e+08	1.45e+08	229900000	145100000	4.2e+07	30400000	27100000	28800000
Q86VI3	0	0	0	0	0	0	0	6250000	15100000	1.2e+07	0	0	0	0	0	0	0	0	0	0
Q86VM9	0	0	0	0	0	0	0	0	0	0	1.5e+07	2.8e+07	274400000	6.47e+08	547900000	354790000	2.78e+08	1.42e+08	96200000	1.56e+08
Q86VP1	0	0	2400000	7e+06	0	4300000	0	4e+06	17200000	0	0	0	0	0	0	0	0	0	0	0
Q86VP6	0	0	0	0	0	0	0	3e+06	0	0	0	0	0	1.5e+07	21900000	42700000	32900000	61100000	37200000	89300000
Q86VY4	0	0	0	0	0	0	0	0	24300000	0	0	6300000	2600000	1.1e+07	0	55200000	9.3e+07	41400000	22400000	1.2e+07
Q86W92	0	0	2200000	0	0	0	0	0	16700000	0	2100000	0	0	0	0	0	0	0	0	0
Q86WA8	0	0	0	0	0	0	0	0	5100000	2100000	2200000	0	0	0	0	0	0	0	0	0
Q86X29	0	0	1.7e+07	0	0	4800000	0	20400000	8.1e+07	2.1e+07	0	0	0	0	0	0	0	0	0	0
Q86X51	0	0	5500000	0	0	0	0	12800000	136900000	124500000	41300000	88800000	4.04e+08	465700000	474600000	262200000	1.48e+08	89100000	34200000	4.5e+07
Q86X55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2e+07	1.8e+07	1.2e+07	1.1e+07	31700000	3.9e+07
Q86XP3	0	0	0	0	0	0	0	0	0	0	0	0	0	8500000	0	21700000	0	4400000	0	6400000
Q86XZ4	0	0	0	0	0	0	0	0	0	0	0	0	0	1200000	0	0	0	0	0	1900000
Q86Y56	0	0	16100000	0	0	0	1900000	0	29900000	0	0	5e+06	0	0	22500000	1e+07	54600000	19300000	4800000	44600000
Q86Y82	0	0	6e+06	12300000	0	13400000	5800000	19700000	0	0	0	0	0	0	0	0	0	0	0	0
Q86YP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7200000	0	0	0	0	0
Q86YS7	0	0	3940000	1500000	0	0	0	0	0	2200000	0	0	0	0	0	0	0	0	0	0
Q86YV5	0	0	0	0	0	0	0	0	1500000	0	0	0	0	0	0	0	0	0	0	0
Q86YZ3	21600000	1500000	2.3e+07	3900000	0	720000	7400000	74400000	0	7300000	0	0	0	0	0	0	5100000	0	0	0
Q8BR07	0	0	1.1e+07	7900000	0	5900000	0	2700000	0	1.4e+07	9400000	0	0	0	0	0	0	0	0	0
Q8IUD2	0	0	0	0	970000	0	0	18100000	1.1e+07	0	2900000	8300000	0	0	0	5900000	0	0	0	0
Q8IUG5	0	0	0	0	0	0	0	5700000	57100000	2.9e+07	4500000	1300000	0	0	0	920000	0	2900000	2500000	0
Q8IUH4	0	0	9700000	1300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IUX7	0	0	4800000	2800000	0	0	0	4800000	0	0	0	0	0	0	0	0	0	0	0	0
Q8IVF2	0	10800000	368500000	258100000	79700000	195400000	102900000	533500000	950200000	729400000	113200000	83500000	57700000	2.6e+07	7400000	4600000	6100000	0	0	0
Q8IVF7	0	0	5900000	0	0	0	2100000	0	28700000	6900000	0	0	0	0	0	0	0	0	0	0
Q8IVL6	0	0	0	0	0	0	0	0	0	4600000	2500000	0	0	0	0	0	0	0	0	0
Q8IVM0	0	0	0	0	0	0	0	0	3500000	0	0	0	0	0	0	0	0	0	0	0
Q8IVT2	0	0	0	0	0	0	0	0	47700000	5700000	3700000	0	0	0	0	0	0	0	0	0
Q8IW35	0	0	0	0	0	0	0	6500000	1.3e+07	1.8e+07	0	0	0	0	0	3600000	0	0	0	0
Q8IWA0	0	0	0	0	0	0	0	0	0	0	0	0	20700000	7.5e+07	0	0	0	0	0	0
Q8IWA4	0	0	0	0	0	0	0	0	1.2e+07	9300000	1700000	0	0	0	0	0	0	0	0	0
Q8IWB7	0	0	0	8500000	3300000	8200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IWJ2	0	0	22500000	1.7e+07	2800000	4800000	3300000	6500000	6900000	5600000	2200000	0	0	0	9400000	0	6100000	0	0	0
Q8IWR0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1e+07	49400000	1.4e+07	0	0	0
Q8IWU2	0	0	4300000	0	0	0	0	0	2600000	0	0	0	0	0	0	0	0	0	0	0
Q8IWV7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7500000	3600000	0	0	5200000
Q8IWV8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12100000
Q8IWX8	0	0	0	0	0	0	0	0	0	1e+07	0	1.2e+07	44200000	92400000	142400000	144300000	68500000	80500000	19900000	5.6e+07
Q8IX01	0	0	0	0	0	0	0	0	4500000	0	0	2400000	172500000	254800000	2.56e+08	4.3e+07	5500000	0	3200000	0
Q8IX12	0	0	0	0	0	0	0	0	0	0	0	0	47300000	7.3e+07	59300000	19600000	1e+07	0	0	0
Q8IXB1	0	0	0	0	0	0	0	9300000	19100000	0	6800000	0	0	0	0	0	0	0	0	0
Q8IXI1	0	0	0	0	0	0	0	0	46500000	0	0	0	0	0	0	0	0	0	0	0
Q8IXS6	0	0	4400000	0	0	0	0	6500000	33200000	2e+07	0	2200000	0	0	0	0	0	0	0	0
Q8IXT5	0	0	0	0	0	0	0	0	0	0	0	24800000	52900000	1.23e+08	8.2e+07	1.7e+07	1.2e+07	0	0	3900000
Q8IXZ2	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	5100000	0	4700000	0	0	0
Q8IY17	0	0	6600000	7e+06	0	930000	4900000	41400000	48600000	5.1e+07	0	6800000	0	0	0	0	0	0	0	0
Q8IY33	0	0	30600000	7100000	11900000	14800000	2.1e+07	6.4e+07	102200000	4.3e+07	1.2e+07	0	0	0	0	0	0	0	0	0
Q8IY63	0	0	0	0	0	0	0	0	4800000	0	0	0	0	0	0	0	0	0	0	0
Q8IY67	0	0	0	0	0	0	0	0	0	4600000	0	0	0	0	2200000	0	0	0	0	0
Q8IY81	0	0	0	0	0	0	0	0	0	3400000	0	7700000	125900000	161900000	13900000	17700000	0	6700000	0	0
Q8IY92	0	0	0	0	0	0	0	0	0	0	0	0	13100000	0	0	0	0	0	0	0
Q8IYB3	0	0	0	0	0	0	0	0	7100000	4800000	5300000	12600000	2.29e+08	295400000	1.63e+08	7.9e+07	1.07e+08	44800000	3.9e+07	7700000
Q8IZ69	0	0	0	0	0	0	0	0	0	0	0	0	0	5500000	2400000	2300000	2900000	0	0	0
Q8IZ83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9e+07	27700000	1.6e+07	60200000
Q8IZA0	0	0	44800000	35100000	8400000	80600000	39500000	60300000	9200000	7e+06	0	0	0	0	0	0	0	0	0	0
Q8IZD4	0	0	0	0	0	0	0	0	0	0	0	0	0	8200000	17400000	7400000	0	0	0	0
Q8IZH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3900000	0	0	0
Q8IZL8	0	0	0	0	0	0	0	0	0	9e+06	0	0	3.3e+07	41300000	0	1.4e+07	1.3e+07	6200000	0	6100000
Q8IZQ1	0	0	990000	880000	0	0	0	2100000	670000	0	0	0	0	0	0	0	3300000	0	0	0
Q8K0D5	0	0	0	0	0	0	0	0	7400000	0	0	0	0	0	0	0	0	0	0	0
